filename,subject,gender,split,label
Walk_p13_r04_v21_c03.mp4,p13,f,train,30
Getup_p14_r05_v13_c02.mp4,p14,m,test,14
Walk_p07_r00_v06_c05.mp4,p07,f,train,30
Walk_p10_r10_v12_c06.mp4,p10,f,test,30
Drink.Frombottle_p13_r00_v05_c04.mp4,p13,f,train,7
WatchTV_p07_r02_v06_c05.mp4,p07,f,train,31
Walk_p14_r21_v07_c04.mp4,p14,m,test,30
Drink.Fromcup_p04_r04_v05_c04.mp4,p04,f,train,9
Walk_p14_r09_v13_c02.mp4,p14,m,test,30
Drink.Fromcan_p02_r02_v07_c04.mp4,p02,f,test,8
Walk_p25_r14_v05_c05.mp4,p25,f,train,30
Walk_p03_r40_v04_c04.mp4,p03,m,train,30
Sitdown_p14_r12_v05_c05.mp4,p14,m,test,25
Drink.Fromcup_p16_r08_v14_c06.mp4,p16,f,test,9
Pour.Frombottle_p10_r00_v07_c04.mp4,p10,f,test,21
Walk_p13_r07_v20_c06.mp4,p13,f,train,30
Pour.Fromkettle_p04_r00_v14_c03.mp4,p04,f,train,23
Usetelephone_p15_r04_v02_c04.mp4,p15,m,train,29
Drink.Frombottle_p20_r01_v05_c05.mp4,p20,f,test,7
Eat.Attable_p14_r22_v09_c02.mp4,p14,m,test,11
Cook.Usestove_p06_r01_v13_c07.mp4,p06,f,train,5
Walk_p13_r03_v21_c06.mp4,p13,f,train,30
Getup_p09_r03_v05_c04.mp4,p09,m,train,14
Walk_p10_r05_v06_c05.mp4,p10,f,test,30
Getup_p04_r01_v05_c04.mp4,p04,f,train,14
Sitdown_p04_r00_v13_c01.mp4,p04,f,train,25
Drink.Fromcup_p15_r02_v10_c01.mp4,p15,m,train,9
Cook.Usestove_p09_r02_v13_c06.mp4,p09,m,train,5
Walk_p20_r01_v05_c05.mp4,p20,f,test,30
Drink.Fromcup_p19_r13_v01_c05.mp4,p19,f,train,9
Readbook_p25_r07_v14_c07.mp4,p25,f,train,24
Eat.Snack_p11_r02_v07_c04.mp4,p11,f,test,12
Walk_p11_r04_v04_c04.mp4,p11,f,test,30
Takepills_p09_r00_v10_c01.mp4,p09,m,train,26
Walk_p11_r01_v13_c03.mp4,p11,f,test,30
Walk_p02_r12_v08_c05.mp4,p02,f,test,30
Drink.Fromcup_p06_r02_v12_c06.mp4,p06,f,train,9
Cook.Stir_p09_r08_v12_c03.mp4,p09,m,train,4
Drink.Fromcan_p03_r00_v02_c04.mp4,p03,m,train,8
Eat.Attable_p16_r26_v06_c02.mp4,p16,f,test,11
Readbook_p12_r04_v14_c05.mp4,p12,f,train,24
Walk_p10_r02_v14_c03.mp4,p10,f,test,30
Drink.Fromcup_p02_r00_v16_c06.mp4,p02,f,test,9
Usetelephone_p07_r01_v02_c05.mp4,p07,f,train,29
Eat.Attable_p03_r05_v10_c01.mp4,p03,m,train,11
Usetelephone_p19_r02_v03_c05.mp4,p19,f,train,29
Sitdown_p17_r07_v04_c05.mp4,p17,m,train,25
Enter_p07_r02_v04_c05.mp4,p07,f,train,13
Drink.Fromcup_p12_r01_v07_c05.mp4,p12,f,train,9
Drink.Fromcup_p18_r01_v11_c01.mp4,p18,m,test,9
Getup_p06_r01_v06_c05.mp4,p06,f,train,14
Walk_p17_r02_v11_c03.mp4,p17,m,train,30
Walk_p04_r11_v05_c05.mp4,p04,f,train,30
Usetelephone_p16_r00_v08_c02.mp4,p16,f,test,29
Walk_p03_r02_v13_c02.mp4,p03,m,train,30
Walk_p04_r13_v05_c05.mp4,p04,f,train,30
Readbook_p02_r11_v05_c04.mp4,p02,f,test,24
Walk_p15_r11_v13_c06.mp4,p15,m,train,30
Leave_p09_r03_v05_c04.mp4,p09,m,train,16
Walk_p25_r14_v09_c02.mp4,p25,f,train,30
Cook.Cleandishes_p03_r02_v16_c06.mp4,p03,m,train,1
Cook.Cleanup_p15_r00_v16_c03.mp4,p15,m,train,2
Cook.Cleanup_p10_r01_v13_c03.mp4,p10,f,test,2
Walk_p13_r00_v11_c02.mp4,p13,f,train,30
Sitdown_p17_r04_v09_c02.mp4,p17,m,train,25
Getup_p17_r01_v10_c02.mp4,p17,m,train,14
Cutbread_p17_r00_v10_c01.mp4,p17,m,train,6
Walk_p15_r05_v04_c04.mp4,p15,m,train,30
Cook.Cut_p10_r00_v13_c06.mp4,p10,f,test,3
Walk_p06_r08_v12_c03.mp4,p06,f,train,30
Walk_p18_r01_v09_c02.mp4,p18,m,test,30
Takepills_p10_r04_v07_c04.mp4,p10,f,test,26
Sitdown_p20_r01_v10_c01.mp4,p20,f,test,25
Drink.Fromcup_p02_r00_v04_c05.mp4,p02,f,test,9
Walk_p12_r02_v14_c05.mp4,p12,f,train,30
Sitdown_p14_r03_v07_c05.mp4,p14,m,test,25
Readbook_p13_r03_v25_c04.mp4,p13,f,train,24
Walk_p16_r14_v08_c02.mp4,p16,f,test,30
Drink.Fromcup_p14_r03_v13_c02.mp4,p14,m,test,9
Drink.Fromcan_p13_r04_v23_c06.mp4,p13,f,train,8
Uselaptop_p03_r03_v03_c05.mp4,p03,m,train,27
Enter_p10_r01_v14_c03.mp4,p10,f,test,13
Walk_p25_r01_v08_c03.mp4,p25,f,train,30
Drink.Fromcup_p19_r13_v04_c04.mp4,p19,f,train,9
Readbook_p12_r05_v02_c05.mp4,p12,f,train,24
Drink.Fromcup_p19_r13_v08_c01.mp4,p19,f,train,9
Walk_p15_r08_v14_c07.mp4,p15,m,train,30
Drink.Fromcup_p03_r01_v06_c04.mp4,p03,m,train,9
Walk_p17_r24_v05_c05.mp4,p17,m,train,30
Walk_p25_r04_v15_c07.mp4,p25,f,train,30
Walk_p06_r00_v11_c02.mp4,p06,f,train,30
Readbook_p06_r06_v06_c05.mp4,p06,f,train,24
Drink.Fromcup_p19_r04_v03_c04.mp4,p19,f,train,9
Drink.Frombottle_p04_r09_v04_c05.mp4,p04,f,train,7
Readbook_p13_r04_v25_c04.mp4,p13,f,train,24
WatchTV_p16_r00_v03_c05.mp4,p16,f,test,31
Drink.Fromcup_p17_r01_v02_c04.mp4,p17,m,train,9
WatchTV_p12_r00_v06_c05.mp4,p12,f,train,31
Eat.Attable_p04_r07_v12_c01.mp4,p04,f,train,11
Walk_p03_r22_v04_c05.mp4,p03,m,train,30
Sitdown_p19_r03_v03_c04.mp4,p19,f,train,25
Drink.Frombottle_p03_r07_v03_c05.mp4,p03,m,train,7
Drink.Fromcup_p12_r00_v04_c05.mp4,p12,f,train,9
Cook.Stir_p09_r10_v13_c07.mp4,p09,m,train,4
Drink.Fromcan_p04_r11_v03_c04.mp4,p04,f,train,8
Eat.Attable_p11_r16_v08_c01.mp4,p11,f,test,11
Walk_p03_r07_v08_c05.mp4,p03,m,train,30
Eat.Attable_p04_r15_v08_c01.mp4,p04,f,train,11
Leave_p17_r02_v04_c05.mp4,p17,m,train,16
Drink.Fromcup_p17_r01_v14_c03.mp4,p17,m,train,9
Walk_p02_r20_v09_c05.mp4,p02,f,test,30
WatchTV_p10_r01_v03_c04.mp4,p10,f,test,31
Cook.Cleanup_p18_r00_v13_c03.mp4,p18,m,test,2
Walk_p04_r05_v07_c05.mp4,p04,f,train,30
Eat.Attable_p04_r14_v08_c01.mp4,p04,f,train,11
Getup_p18_r00_v11_c01.mp4,p18,m,test,14
WatchTV_p17_r05_v01_c05.mp4,p17,m,train,31
Readbook_p14_r01_v13_c01.mp4,p14,m,test,24
Eat.Attable_p16_r09_v06_c01.mp4,p16,f,test,11
Walk_p02_r21_v14_c03.mp4,p02,f,test,30
Cook.Cut_p17_r09_v14_c06.mp4,p17,m,train,3
Getup_p09_r04_v09_c01.mp4,p09,m,train,14
WatchTV_p16_r05_v02_c05.mp4,p16,f,test,31
WatchTV_p16_r02_v03_c05.mp4,p16,f,test,31
Walk_p07_r01_v22_c03.mp4,p07,f,train,30
Cook.Cleandishes_p09_r05_v13_c06.mp4,p09,m,train,1
Uselaptop_p15_r00_v05_c05.mp4,p15,m,train,27
Cook.Cleandishes_p20_r02_v16_c03.mp4,p20,f,test,1
Walk_p12_r01_v07_c04.mp4,p12,f,train,30
Walk_p03_r05_v18_c07.mp4,p03,m,train,30
Getup_p09_r00_v02_c05.mp4,p09,m,train,14
Sitdown_p14_r00_v13_c02.mp4,p14,m,test,25
Drink.Fromcup_p13_r00_v20_c03.mp4,p13,f,train,9
Drink.Fromcup_p15_r06_v17_c06.mp4,p15,m,train,9
Makecoffee.Pourgrains_p04_r00_v15_c03.mp4,p04,f,train,17
Walk_p04_r06_v16_c03.mp4,p04,f,train,30
Walk_p15_r21_v16_c06.mp4,p15,m,train,30
Maketea.Insertteabag_p06_r00_v12_c06.mp4,p06,f,train,20
Walk_p16_r03_v07_c02.mp4,p16,f,test,30
Pour.Frombottle_p03_r01_v04_c04.mp4,p03,m,train,21
Readbook_p13_r01_v03_c04.mp4,p13,f,train,24
Drink.Fromcup_p25_r08_v14_c06.mp4,p25,f,train,9
Takepills_p25_r01_v03_c04.mp4,p25,f,train,26
Walk_p02_r04_v01_c06.mp4,p02,f,test,30
Drink.Fromcup_p10_r03_v10_c01.mp4,p10,f,test,9
Cook.Cleanup_p07_r05_v06_c03.mp4,p07,f,train,2
Walk_p15_r05_v17_c07.mp4,p15,m,train,30
Eat.Attable_p20_r04_v08_c01.mp4,p20,f,test,11
Getup_p02_r01_v11_c01.mp4,p02,f,test,14
Drink.Fromcan_p12_r01_v03_c05.mp4,p12,f,train,8
Walk_p13_r02_v25_c05.mp4,p13,f,train,30
Walk_p10_r00_v12_c06.mp4,p10,f,test,30
Readbook_p03_r01_v11_c02.mp4,p03,m,train,24
WatchTV_p04_r00_v04_c04.mp4,p04,f,train,31
Drink.Fromcup_p04_r00_v06_c04.mp4,p04,f,train,9
Drink.Fromcup_p13_r03_v21_c07.mp4,p13,f,train,9
Drink.Frombottle_p14_r00_v10_c01.mp4,p14,m,test,7
Walk_p25_r00_v10_c02.mp4,p25,f,train,30
Sitdown_p10_r00_v10_c01.mp4,p10,f,test,25
WatchTV_p19_r01_v03_c05.mp4,p19,f,train,31
Drink.Fromcan_p14_r01_v07_c04.mp4,p14,m,test,8
Walk_p12_r07_v07_c04.mp4,p12,f,train,30
Eat.Attable_p18_r04_v09_c02.mp4,p18,m,test,11
Walk_p15_r03_v17_c03.mp4,p15,m,train,30
Makecoffee.Pourgrains_p09_r00_v15_c06.mp4,p09,m,train,17
Sitdown_p12_r05_v05_c04.mp4,p12,f,train,25
Usetelephone_p19_r01_v02_c04.mp4,p19,f,train,29
Drink.Fromcan_p18_r06_v08_c05.mp4,p18,m,test,8
Drink.Fromcup_p10_r09_v02_c05.mp4,p10,f,test,9
Eat.Attable_p16_r07_v06_c02.mp4,p16,f,test,11
Walk_p12_r04_v04_c05.mp4,p12,f,train,30
Eat.Snack_p04_r00_v17_c06.mp4,p04,f,train,12
Walk_p03_r43_v04_c04.mp4,p03,m,train,30
Sitdown_p03_r03_v12_c01.mp4,p03,m,train,25
Drink.Fromcup_p25_r08_v12_c03.mp4,p25,f,train,9
Walk_p03_r00_v07_c05.mp4,p03,m,train,30
Cook.Stir_p09_r07_v13_c07.mp4,p09,m,train,4
WatchTV_p09_r02_v07_c05.mp4,p09,m,train,31
Sitdown_p19_r06_v05_c05.mp4,p19,f,train,25
Laydown_p03_r01_v07_c04.mp4,p03,m,train,15
Drink.Fromcup_p16_r03_v07_c02.mp4,p16,f,test,9
Sitdown_p03_r02_v13_c01.mp4,p03,m,train,25
Drink.Fromcup_p14_r03_v12_c02.mp4,p14,m,test,9
Cook.Cleanup_p11_r04_v11_c03.mp4,p11,f,test,2
Cook.Cleanup_p07_r08_v06_c03.mp4,p07,f,train,2
Drink.Fromcup_p19_r01_v01_c04.mp4,p19,f,train,9
Leave_p17_r00_v15_c03.mp4,p17,m,train,16
Drink.Fromcan_p18_r02_v08_c04.mp4,p18,m,test,8
Enter_p09_r00_v12_c06.mp4,p09,m,train,13
Readbook_p11_r04_v01_c04.mp4,p11,f,test,24
Drink.Fromcup_p15_r00_v03_c05.mp4,p15,m,train,9
Eat.Attable_p16_r10_v06_c02.mp4,p16,f,test,11
Walk_p03_r07_v04_c04.mp4,p03,m,train,30
Eat.Attable_p02_r21_v11_c01.mp4,p02,f,test,11
Uselaptop_p09_r01_v03_c04.mp4,p09,m,train,27
Cook.Cut_p19_r04_v12_c06.mp4,p19,f,train,3
Eat.Attable_p16_r15_v06_c01.mp4,p16,f,test,11
Readbook_p02_r00_v07_c04.mp4,p02,f,test,24
Walk_p17_r21_v15_c07.mp4,p17,m,train,30
Uselaptop_p25_r02_v04_c04.mp4,p25,f,train,27
Cook.Stir_p15_r02_v16_c03.mp4,p15,m,train,4
Cook.Cleanup_p03_r04_v18_c03.mp4,p03,m,train,2
Sitdown_p14_r06_v05_c05.mp4,p14,m,test,25
Getup_p14_r12_v02_c04.mp4,p14,m,test,14
Walk_p16_r15_v12_c06.mp4,p16,f,test,30
Sitdown_p10_r05_v02_c04.mp4,p10,f,test,25
Walk_p18_r05_v05_c05.mp4,p18,m,test,30
Getup_p04_r00_v10_c01.mp4,p04,f,train,14
Walk_p16_r05_v15_c07.mp4,p16,f,test,30
Enter_p07_r01_v01_c05.mp4,p07,f,train,13
Cook.Cleanup_p10_r02_v12_c06.mp4,p10,f,test,2
Usetelephone_p14_r01_v01_c04.mp4,p14,m,test,29
Eat.Snack_p03_r00_v18_c06.mp4,p03,m,train,12
Walk_p03_r05_v11_c02.mp4,p03,m,train,30
Walk_p12_r02_v05_c04.mp4,p12,f,train,30
Getup_p14_r09_v07_c05.mp4,p14,m,test,14
Leave_p18_r00_v15_c03.mp4,p18,m,test,16
Readbook_p03_r00_v03_c04.mp4,p03,m,train,24
Sitdown_p14_r01_v11_c01.mp4,p14,m,test,25
Walk_p15_r15_v16_c03.mp4,p15,m,train,30
Walk_p15_r19_v02_c05.mp4,p15,m,train,30
Walk_p15_r19_v16_c06.mp4,p15,m,train,30
Getup_p14_r05_v03_c05.mp4,p14,m,test,14
Sitdown_p06_r00_v05_c05.mp4,p06,f,train,25
Uselaptop_p15_r01_v04_c04.mp4,p15,m,train,27
Usetelephone_p10_r01_v10_c01.mp4,p10,f,test,29
Uselaptop_p13_r01_v24_c05.mp4,p13,f,train,27
Sitdown_p14_r00_v11_c01.mp4,p14,m,test,25
Sitdown_p10_r10_v03_c04.mp4,p10,f,test,25
Drink.Fromcup_p19_r08_v03_c05.mp4,p19,f,train,9
Walk_p18_r02_v14_c07.mp4,p18,m,test,30
Walk_p03_r38_v02_c04.mp4,p03,m,train,30
Enter_p09_r01_v12_c03.mp4,p09,m,train,13
Pour.Fromkettle_p15_r00_v13_c06.mp4,p15,m,train,23
Walk_p25_r22_v04_c04.mp4,p25,f,train,30
Getup_p13_r08_v10_c01.mp4,p13,f,train,14
Drink.Fromcup_p17_r09_v01_c05.mp4,p17,m,train,9
Usetablet_p06_r00_v04_c05.mp4,p06,f,train,28
Eat.Attable_p04_r07_v12_c02.mp4,p04,f,train,11
Readbook_p16_r11_v02_c05.mp4,p16,f,test,24
Leave_p06_r01_v12_c07.mp4,p06,f,train,16
Sitdown_p07_r02_v10_c02.mp4,p07,f,train,25
Drink.Fromcup_p10_r08_v06_c04.mp4,p10,f,test,9
Eat.Snack_p06_r08_v06_c04.mp4,p06,f,train,12
WatchTV_p06_r01_v05_c04.mp4,p06,f,train,31
Sitdown_p07_r01_v07_c04.mp4,p07,f,train,25
Laydown_p14_r00_v02_c04.mp4,p14,m,test,15
WatchTV_p02_r04_v05_c04.mp4,p02,f,test,31
Getup_p19_r01_v08_c01.mp4,p19,f,train,14
Pour.Fromcan_p13_r03_v11_c02.mp4,p13,f,train,22
Drink.Frombottle_p03_r02_v03_c04.mp4,p03,m,train,7
Readbook_p03_r04_v05_c05.mp4,p03,m,train,24
Drink.Fromglass_p25_r02_v10_c02.mp4,p25,f,train,10
Leave_p06_r02_v27_c01.mp4,p06,f,train,16
Walk_p02_r10_v08_c05.mp4,p02,f,test,30
Getup_p14_r02_v10_c02.mp4,p14,m,test,14
Sitdown_p03_r09_v05_c05.mp4,p03,m,train,25
Sitdown_p09_r03_v04_c04.mp4,p09,m,train,25
Sitdown_p18_r00_v08_c04.mp4,p18,m,test,25
Walk_p06_r00_v08_c02.mp4,p06,f,train,30
Enter_p12_r02_v06_c04.mp4,p12,f,train,13
Readbook_p06_r00_v07_c01.mp4,p06,f,train,24
Walk_p15_r09_v03_c04.mp4,p15,m,train,30
Sitdown_p14_r11_v06_c04.mp4,p14,m,test,25
WatchTV_p18_r06_v08_c05.mp4,p18,m,test,31
WatchTV_p19_r11_v01_c05.mp4,p19,f,train,31
WatchTV_p19_r00_v04_c05.mp4,p19,f,train,31
Eat.Snack_p03_r02_v15_c06.mp4,p03,m,train,12
Sitdown_p10_r04_v10_c01.mp4,p10,f,test,25
Walk_p03_r05_v15_c07.mp4,p03,m,train,30
Readbook_p13_r04_v24_c05.mp4,p13,f,train,24
Walk_p15_r16_v10_c02.mp4,p15,m,train,30
Walk_p13_r22_v25_c04.mp4,p13,f,train,30
Walk_p14_r11_v04_c05.mp4,p14,m,test,30
Drink.Fromcup_p10_r14_v02_c04.mp4,p10,f,test,9
Readbook_p02_r02_v05_c04.mp4,p02,f,test,24
Walk_p20_r01_v13_c07.mp4,p20,f,test,30
Getup_p06_r01_v15_c02.mp4,p06,f,train,14
Walk_p15_r02_v12_c02.mp4,p15,m,train,30
Pour.Frombottle_p13_r00_v24_c05.mp4,p13,f,train,21
Drink.Fromcup_p16_r02_v14_c06.mp4,p16,f,test,9
Readbook_p13_r01_v12_c02.mp4,p13,f,train,24
Cook.Cut_p02_r02_v14_c06.mp4,p02,f,test,3
WatchTV_p19_r06_v01_c05.mp4,p19,f,train,31
Leave_p10_r03_v13_c07.mp4,p10,f,test,16
Getup_p06_r03_v03_c04.mp4,p06,f,train,14
Sitdown_p14_r07_v02_c05.mp4,p14,m,test,25
Pour.Frombottle_p19_r02_v04_c04.mp4,p19,f,train,21
Readbook_p16_r03_v05_c05.mp4,p16,f,test,24
Walk_p04_r09_v16_c06.mp4,p04,f,train,30
Walk_p12_r01_v02_c04.mp4,p12,f,train,30
Leave_p07_r00_v06_c06.mp4,p07,f,train,16
WatchTV_p15_r13_v03_c05.mp4,p15,m,train,31
Cutbread_p14_r01_v09_c01.mp4,p14,m,test,6
Cook.Cleandishes_p04_r01_v16_c03.mp4,p04,f,train,1
WatchTV_p10_r04_v06_c05.mp4,p10,f,test,31
Sitdown_p14_r14_v07_c04.mp4,p14,m,test,25
Cook.Usestove_p09_r06_v12_c06.mp4,p09,m,train,5
Walk_p18_r00_v11_c02.mp4,p18,m,test,30
Readbook_p12_r00_v05_c04.mp4,p12,f,train,24
Uselaptop_p10_r00_v05_c05.mp4,p10,f,test,27
Eat.Attable_p09_r03_v09_c01.mp4,p09,m,train,11
Makecoffee.Pourwater_p17_r00_v12_c03.mp4,p17,m,train,18
Walk_p12_r03_v12_c06.mp4,p12,f,train,30
Leave_p02_r01_v02_c07.mp4,p02,f,test,16
Uselaptop_p13_r00_v12_c01.mp4,p13,f,train,27
Getup_p06_r04_v10_c01.mp4,p06,f,train,14
Walk_p13_r11_v20_c06.mp4,p13,f,train,30
Walk_p15_r05_v07_c04.mp4,p15,m,train,30
Eat.Attable_p16_r30_v06_c02.mp4,p16,f,test,11
Drink.Fromcup_p14_r06_v04_c04.mp4,p14,m,test,9
Readbook_p17_r00_v09_c02.mp4,p17,m,train,24
Eat.Attable_p13_r15_v08_c02.mp4,p13,f,train,11
Drink.Fromcup_p07_r06_v08_c02.mp4,p07,f,train,9
Drink.Fromcup_p25_r04_v01_c04.mp4,p25,f,train,9
Readbook_p17_r06_v08_c02.mp4,p17,m,train,24
Enter_p09_r03_v13_c06.mp4,p09,m,train,13
Cook.Cut_p17_r03_v14_c06.mp4,p17,m,train,3
Walk_p12_r02_v03_c05.mp4,p12,f,train,30
Walk_p10_r03_v13_c07.mp4,p10,f,test,30
Walk_p25_r00_v04_c05.mp4,p25,f,train,30
Drink.Fromcan_p11_r00_v10_c01.mp4,p11,f,test,8
Eat.Snack_p09_r13_v13_c06.mp4,p09,m,train,12
Drink.Fromcup_p04_r03_v01_c05.mp4,p04,f,train,9
Usetelephone_p13_r00_v12_c02.mp4,p13,f,train,29
Walk_p25_r07_v17_c02.mp4,p25,f,train,30
Drink.Fromcan_p16_r01_v07_c01.mp4,p16,f,test,8
Drink.Fromcup_p19_r11_v01_c05.mp4,p19,f,train,9
Readbook_p14_r01_v07_c05.mp4,p14,m,test,24
Walk_p13_r10_v25_c05.mp4,p13,f,train,30
Uselaptop_p16_r00_v04_c04.mp4,p16,f,test,27
Readbook_p03_r07_v02_c05.mp4,p03,m,train,24
Drink.Fromcan_p25_r00_v11_c02.mp4,p25,f,train,8
Makecoffee.Pourgrains_p25_r01_v12_c06.mp4,p25,f,train,17
Walk_p07_r00_v09_c02.mp4,p07,f,train,30
Getup_p16_r02_v03_c05.mp4,p16,f,test,14
Getup_p25_r01_v02_c05.mp4,p25,f,train,14
Walk_p02_r07_v13_c06.mp4,p02,f,test,30
Cook.Cleanup_p09_r01_v12_c06.mp4,p09,m,train,2
Walk_p11_r03_v06_c04.mp4,p11,f,test,30
Drink.Fromcup_p13_r03_v24_c04.mp4,p13,f,train,9
Drink.Fromcup_p06_r04_v01_c04.mp4,p06,f,train,9
Getup_p12_r13_v05_c05.mp4,p12,f,train,14
Drink.Fromcup_p14_r04_v11_c01.mp4,p14,m,test,9
WatchTV_p12_r13_v14_c05.mp4,p12,f,train,31
Drink.Fromcup_p16_r04_v14_c06.mp4,p16,f,test,9
Sitdown_p17_r01_v08_c01.mp4,p17,m,train,25
Makecoffee.Pourwater_p02_r00_v01_c06.mp4,p02,f,test,18
Cutbread_p18_r00_v09_c02.mp4,p18,m,test,6
Getup_p06_r02_v15_c01.mp4,p06,f,train,14
Walk_p14_r03_v05_c05.mp4,p14,m,test,30
Walk_p17_r05_v13_c07.mp4,p17,m,train,30
Pour.Frombottle_p15_r00_v11_c02.mp4,p15,m,train,21
Getup_p25_r00_v10_c02.mp4,p25,f,train,14
Walk_p25_r08_v14_c03.mp4,p25,f,train,30
Takepills_p14_r01_v05_c05.mp4,p14,m,test,26
Readbook_p02_r08_v04_c04.mp4,p02,f,test,24
Drink.Fromcup_p13_r02_v13_c02.mp4,p13,f,train,9
Readbook_p19_r03_v02_c05.mp4,p19,f,train,24
Takepills_p14_r02_v03_c04.mp4,p14,m,test,26
Cook.Cleandishes_p25_r00_v12_c03.mp4,p25,f,train,1
Eat.Attable_p09_r20_v08_c01.mp4,p09,m,train,11
Enter_p09_r03_v05_c05.mp4,p09,m,train,13
Pour.Fromkettle_p18_r01_v13_c03.mp4,p18,m,test,23
Sitdown_p06_r03_v10_c02.mp4,p06,f,train,25
Usetelephone_p17_r04_v02_c05.mp4,p17,m,train,29
Sitdown_p17_r11_v09_c01.mp4,p17,m,train,25
WatchTV_p25_r02_v01_c05.mp4,p25,f,train,31
Readbook_p04_r00_v05_c05.mp4,p04,f,train,24
Leave_p10_r00_v01_c05.mp4,p10,f,test,16
Drink.Fromcup_p19_r10_v01_c04.mp4,p19,f,train,9
Cook.Stir_p06_r01_v13_c07.mp4,p06,f,train,4
Cook.Cleanup_p16_r03_v12_c03.mp4,p16,f,test,2
Readbook_p09_r00_v01_c04.mp4,p09,m,train,24
Cook.Stir_p18_r04_v15_c07.mp4,p18,m,test,4
Drink.Fromcup_p09_r02_v05_c04.mp4,p09,m,train,9
Eat.Attable_p25_r04_v09_c02.mp4,p25,f,train,11
Walk_p13_r00_v04_c04.mp4,p13,f,train,30
Drink.Fromcup_p04_r03_v15_c06.mp4,p04,f,train,9
Eat.Snack_p09_r03_v13_c06.mp4,p09,m,train,12
Drink.Fromcup_p04_r02_v05_c04.mp4,p04,f,train,9
Drink.Frombottle_p14_r00_v06_c04.mp4,p14,m,test,7
Pour.Fromkettle_p04_r00_v14_c06.mp4,p04,f,train,23
Walk_p19_r00_v01_c05.mp4,p19,f,train,30
Drink.Fromcup_p16_r02_v12_c03.mp4,p16,f,test,9
Cook.Stir_p09_r11_v12_c06.mp4,p09,m,train,4
Maketea.Insertteabag_p04_r01_v16_c03.mp4,p04,f,train,20
Sitdown_p09_r01_v04_c05.mp4,p09,m,train,25
WatchTV_p14_r10_v03_c05.mp4,p14,m,test,31
Walk_p18_r01_v08_c05.mp4,p18,m,test,30
Cook.Cleandishes_p06_r00_v12_c03.mp4,p06,f,train,1
Eat.Snack_p12_r02_v12_c06.mp4,p12,f,train,12
Drink.Fromcup_p10_r03_v03_c05.mp4,p10,f,test,9
WatchTV_p07_r01_v03_c05.mp4,p07,f,train,31
Enter_p18_r00_v05_c05.mp4,p18,m,test,13
Readbook_p20_r00_v01_c05.mp4,p20,f,test,24
Eat.Attable_p02_r11_v11_c01.mp4,p02,f,test,11
Drink.Fromcup_p07_r03_v20_c03.mp4,p07,f,train,9
Sitdown_p10_r07_v09_c01.mp4,p10,f,test,25
Getup_p19_r00_v07_c01.mp4,p19,f,train,14
Takepills_p07_r00_v10_c02.mp4,p07,f,train,26
Drink.Fromcup_p03_r03_v11_c01.mp4,p03,m,train,9
Drink.Fromcup_p19_r14_v10_c02.mp4,p19,f,train,9
Usetelephone_p19_r01_v01_c04.mp4,p19,f,train,29
Drink.Fromcan_p25_r08_v15_c06.mp4,p25,f,train,8
Uselaptop_p02_r01_v08_c05.mp4,p02,f,test,27
Readbook_p25_r04_v02_c05.mp4,p25,f,train,24
Drink.Fromcup_p17_r00_v14_c03.mp4,p17,m,train,9
Readbook_p17_r03_v03_c04.mp4,p17,m,train,24
Uselaptop_p14_r00_v07_c05.mp4,p14,m,test,27
Getup_p03_r05_v11_c02.mp4,p03,m,train,14
Sitdown_p18_r01_v10_c01.mp4,p18,m,test,25
Drink.Fromcup_p18_r01_v13_c03.mp4,p18,m,test,9
Uselaptop_p13_r00_v11_c02.mp4,p13,f,train,27
Walk_p15_r21_v15_c06.mp4,p15,m,train,30
Walk_p03_r06_v06_c05.mp4,p03,m,train,30
Enter_p16_r00_v05_c05.mp4,p16,f,test,13
Walk_p02_r42_v15_c06.mp4,p02,f,test,30
Walk_p25_r03_v04_c04.mp4,p25,f,train,30
Walk_p16_r05_v12_c03.mp4,p16,f,test,30
Laydown_p18_r02_v03_c05.mp4,p18,m,test,15
Takepills_p13_r00_v03_c04.mp4,p13,f,train,26
Takepills_p13_r01_v11_c02.mp4,p13,f,train,26
Laydown_p03_r00_v07_c05.mp4,p03,m,train,15
Enter_p06_r02_v05_c05.mp4,p06,f,train,13
Drink.Fromcup_p09_r05_v09_c01.mp4,p09,m,train,9
Drink.Fromcup_p03_r07_v06_c04.mp4,p03,m,train,9
Walk_p12_r06_v06_c05.mp4,p12,f,train,30
Walk_p10_r08_v12_c07.mp4,p10,f,test,30
Drink.Fromcup_p14_r03_v04_c04.mp4,p14,m,test,9
Enter_p06_r00_v02_c04.mp4,p06,f,train,13
WatchTV_p19_r02_v04_c05.mp4,p19,f,train,31
Walk_p17_r09_v08_c02.mp4,p17,m,train,30
Walk_p04_r15_v05_c05.mp4,p04,f,train,30
Walk_p18_r04_v13_c03.mp4,p18,m,test,30
Walk_p19_r17_v05_c05.mp4,p19,f,train,30
Eat.Snack_p06_r06_v06_c04.mp4,p06,f,train,12
Sitdown_p13_r00_v11_c02.mp4,p13,f,train,25
Cook.Cleandishes_p04_r01_v14_c03.mp4,p04,f,train,1
Sitdown_p25_r00_v11_c01.mp4,p25,f,train,25
Drink.Fromcup_p07_r01_v04_c05.mp4,p07,f,train,9
Walk_p13_r03_v25_c05.mp4,p13,f,train,30
Cook.Stir_p02_r08_v14_c03.mp4,p02,f,test,4
